ticket_id,account_id,created_at,category,status,csat_score
377,156,2023-05-28,Onboarding,closed,1.0
378,21,2023-04-20,Feature request,pending,3.0
379,239,2023-03-07,Bug,pending,5.0
380,125,2023-04-26,Billing,closed,3.0
381,169,2023-03-27,Billing,closed,3.0
382,448,2023-04-29,Onboarding,closed,1.0
383,148,2023-05-02,Feature request,closed,2.0
384,336,2023-04-25,Feature request,open,1.0
385,206,2023-04-04,Bug,closed,1.0
386,106,2023-05-16,Onboarding,closed,2.0
387,458,2023-02-25,Onboarding,closed,
388,204,2023-06-07,Onboarding,closed,5.0
389,123,2023-01-10,Onboarding,closed,1.0
390,183,2023-01-14,Feature request,pending,3.0
391,390,2023-03-24,Feature request,pending,3.0
392,500,2023-06-17,Bug,pending,1.0
393,437,2023-01-18,Billing,pending,3.0
394,442,2023-03-14,Bug,closed,5.0
395,222,2023-02-18,Billing,closed,
396,426,2023-03-28,Feature request,closed,5.0
397,160,2023-06-22,Bug,closed,2.0
398,459,2023-06-17,Billing,closed,5.0
399,224,2023-03-21,Onboarding,closed,4.0
400,295,2023-02-19,Bug,pending,
401,175,2023-01-31,Bug,closed,4.0
402,51,2023-03-07,Feature request,closed,3.0
403,443,2023-05-24,Feature request,closed,3.0
404,341,2023-01-24,Bug,closed,3.0
405,490,2023-03-20,Onboarding,closed,5.0
406,401,2023-03-22,Onboarding,closed,3.0
407,453,2023-05-29,Bug,closed,2.0
408,494,2023-02-08,Onboarding,closed,3.0
409,218,2023-05-06,Bug,closed,5.0
410,153,2023-02-27,Billing,closed,3.0
411,98,2023-06-03,Feature request,closed,
412,299,2023-01-11,Feature request,open,4.0
413,465,2023-05-24,Onboarding,open,3.0
414,280,2023-04-14,Billing,closed,
415,130,2023-05-24,Billing,closed,1.0
416,301,2023-06-04,Onboarding,closed,2.0
417,459,2023-05-12,Billing,closed,2.0
418,226,2023-03-18,Bug,closed,2.0
419,208,2023-03-10,Feature request,closed,
420,52,2023-03-11,Bug,pending,3.0
421,390,2023-02-18,Bug,closed,3.0
422,280,2023-02-09,Billing,closed,3.0
423,179,2023-05-08,Feature request,closed,3.0
424,500,2023-02-12,Feature request,closed,5.0
425,163,2023-05-10,Billing,pending,3.0
426,373,2023-06-18,Bug,closed,4.0
427,298,2023-04-09,Onboarding,open,5.0
428,412,2023-02-23,Onboarding,closed,1.0
429,156,2023-02-08,Feature request,closed,2.0
430,166,2023-05-04,Bug,pending,4.0
431,187,2023-01-16,Bug,closed,5.0
432,62,2023-01-19,Onboarding,open,
433,411,2023-05-21,Onboarding,pending,1.0
434,42,2023-06-16,Billing,closed,4.0
435,14,2023-04-16,Onboarding,closed,4.0
436,142,2023-02-18,Bug,open,2.0
437,51,2023-06-06,Billing,open,1.0
438,437,2023-02-25,Bug,pending,3.0
439,258,2023-02-14,Bug,closed,4.0
440,398,2023-04-20,Onboarding,closed,5.0
441,119,2023-01-12,Feature request,closed,5.0
442,190,2023-05-30,Bug,closed,4.0
443,153,2023-03-01,Billing,pending,2.0
444,121,2023-04-11,Feature request,pending,3.0
445,355,2023-04-19,Billing,closed,4.0
446,500,2023-04-24,Onboarding,closed,
447,175,2023-06-23,Billing,closed,3.0
448,453,2023-04-24,Bug,closed,3.0
449,247,2023-01-17,Feature request,closed,4.0
450,30,2023-04-16,Billing,closed,4.0
451,120,2023-06-12,Feature request,closed,4.0
452,222,2023-03-27,Billing,closed,4.0
453,449,2023-01-04,Onboarding,closed,3.0
454,409,2023-05-29,Billing,closed,2.0
455,473,2023-04-09,Bug,closed,4.0
456,131,2023-04-30,Bug,closed,4.0
457,95,2023-04-22,Feature request,open,4.0
458,406,2023-01-27,Onboarding,closed,3.0
459,243,2023-05-22,Onboarding,open,3.0
460,346,2023-01-25,Onboarding,pending,5.0
461,372,2023-06-28,Billing,closed,3.0
462,267,2023-01-14,Billing,closed,4.0
463,439,2023-06-13,Feature request,closed,2.0
464,15,2023-06-21,Billing,closed,3.0
465,230,2023-03-21,Bug,pending,4.0
466,284,2023-06-01,Billing,closed,5.0
467,438,2023-04-17,Onboarding,closed,5.0
468,35,2023-01-05,Feature request,closed,1.0
469,359,2023-04-07,Feature request,closed,3.0
470,370,2023-05-26,Feature request,open,4.0
471,381,2023-04-22,Onboarding,pending,4.0
472,215,2023-04-01,Onboarding,open,
473,96,2023-01-21,Onboarding,closed,4.0
474,119,2023-01-29,Onboarding,closed,1.0
475,229,2023-05-16,Bug,closed,5.0
476,374,2023-02-15,Feature request,closed,5.0
477,331,2023-01-12,Onboarding,closed,4.0
478,36,2023-01-28,Bug,closed,5.0
479,85,2023-03-18,Onboarding,closed,
480,480,2023-05-30,Onboarding,closed,2.0
481,286,2023-05-14,Feature request,closed,2.0
482,139,2023-02-14,Feature request,closed,2.0
483,245,2023-05-02,Feature request,closed,
484,468,2023-06-26,Onboarding,closed,3.0
485,88,2023-05-19,Billing,pending,
486,110,2023-06-01,Feature request,closed,
487,340,2023-02-26,Bug,closed,5.0
488,311,2023-02-21,Billing,pending,2.0
489,10,2023-01-07,Bug,open,1.0
490,75,2023-02-25,Bug,closed,3.0
491,6,2023-02-13,Billing,closed,3.0
492,130,2023-01-01,Onboarding,closed,2.0
493,313,2023-05-26,Bug,closed,4.0
494,215,2023-03-16,Feature request,open,2.0
495,465,2023-03-16,Bug,pending,3.0
496,71,2023-01-20,Bug,pending,4.0
497,244,2023-01-27,Onboarding,closed,4.0
498,456,2023-03-03,Bug,open,
499,106,2023-01-13,Onboarding,closed,4.0
500,25,2023-02-07,Onboarding,pending,1.0
501,15,2023-03-12,Feature request,closed,5.0
502,44,2023-06-07,Bug,pending,5.0
503,229,2023-02-24,Feature request,closed,4.0
504,258,2023-03-17,Bug,closed,2.0
505,359,2023-05-21,Onboarding,closed,4.0
506,176,2023-05-09,Bug,closed,1.0
507,148,2023-05-27,Onboarding,closed,5.0
508,256,2023-06-12,Bug,closed,4.0
509,30,2023-01-22,Onboarding,pending,
510,282,2023-02-02,Feature request,pending,4.0
511,26,2023-01-21,Bug,closed,4.0
512,260,2023-04-23,Feature request,pending,2.0
513,251,2023-03-09,Billing,open,5.0
514,271,2023-06-15,Onboarding,pending,3.0
515,422,2023-04-16,Feature request,closed,5.0
516,89,2023-05-22,Feature request,closed,4.0
517,308,2023-05-31,Feature request,pending,4.0
518,228,2023-03-02,Feature request,closed,2.0
519,46,2023-04-01,Billing,closed,2.0
520,332,2023-02-22,Onboarding,closed,1.0
521,106,2023-06-15,Onboarding,closed,
522,187,2023-06-25,Feature request,closed,1.0
523,272,2023-01-10,Onboarding,pending,4.0
524,460,2023-03-09,Bug,pending,2.0
525,491,2023-01-27,Billing,closed,2.0
526,105,2023-06-13,Onboarding,open,3.0
527,264,2023-05-10,Bug,closed,4.0
528,497,2023-06-24,Bug,pending,
529,314,2023-04-29,Billing,open,5.0
530,68,2023-05-24,Billing,closed,2.0
531,168,2023-02-04,Onboarding,closed,3.0
532,147,2023-06-14,Billing,closed,
533,180,2023-06-09,Feature request,closed,2.0
534,386,2023-01-29,Bug,closed,4.0
535,146,2023-03-25,Feature request,closed,2.0
536,361,2023-01-05,Bug,closed,3.0
537,18,2023-05-19,Bug,closed,1.0
538,269,2023-03-22,Feature request,closed,3.0
539,494,2023-02-22,Feature request,closed,4.0
540,318,2023-01-08,Bug,open,4.0
541,16,2023-01-17,Onboarding,closed,4.0
542,168,2023-04-06,Feature request,closed,2.0
543,496,2023-03-05,Bug,closed,2.0
544,174,2023-06-19,Feature request,closed,3.0
545,32,2023-06-21,Onboarding,Closed ,4.0
546,246,2023-06-24,Billing,closed,3.0
547,15,2023-06-06,Bug,closed,5.0
548,283,2023-04-14,Feature request,closed,3.0
549,276,2023-03-26,Billing,open,3.0
550,79,2023-05-08,Bug,closed,5.0
551,22,2023-06-07,Onboarding,open,1.0
552,152,2023-02-28,Feature request,closed,
553,297,2023-05-02,Billing,closed,4.0
554,259,2023-02-25,Feature request,closed,4.0
555,26,2023-06-27,Onboarding,closed,2.0
556,301,2023-01-20,Bug,closed,2.0
557,272,2023-02-17,Billing,closed,
558,57,2023-05-14,Feature request,open,4.0
559,346,2023-04-14,Feature request,closed,2.0
560,450,2023-02-20,Feature request,closed,2.0
561,206,2023-01-07,Feature request,pending,
562,13,2023-01-27,Billing,closed,4.0
563,416,2023-06-15,Bug,closed,5.0
564,80,2023-01-22,Bug,closed,4.0
565,193,2023-01-04,Onboarding,closed,5.0
566,10,2023-02-11,Feature request,closed,5.0
567,360,2023-02-15,Billing,closed,1.0
568,357,2023-05-05,Feature request,open,1.0
569,274,2023-06-26,Onboarding,closed,1.0
570,22,2023-05-22,Billing,closed,4.0
571,288,2023-06-25,Bug,closed,1.0
572,400,2023-01-10,Feature request,closed,4.0
573,367,2023-02-14,Feature request,closed,3.0
574,428,2023-04-24,Feature request,closed,
575,361,2023-02-06,Feature request,closed,4.0
576,180,2023-06-25,Onboarding,closed,3.0
577,203,2023-03-14,Billing,closed,5.0
578,422,2023-06-19,Feature request,closed,1.0
579,308,2023-01-15,Onboarding,closed,2.0
580,493,2023-03-01,Bug,closed,3.0
581,148,2023-04-02,Onboarding,closed,2.0
582,29,2023-01-04,Feature request,closed,4.0
583,46,2023-06-04,Billing,closed,5.0
584,221,2023-01-07,Feature request,closed,4.0
585,217,2023-05-12,Bug,closed,3.0
586,229,2023-01-24,Onboarding,closed,4.0
587,486,2023-04-18,Bug,closed,3.0
588,151,2023-02-21,Feature request,closed,4.0
589,54,2023-03-18,Billing,closed,4.0
590,236,2023-05-16,Bug,closed,5.0
591,283,2023-04-15,Billing,closed,5.0
592,3,2023-04-13,Onboarding,closed,3.0
593,287,2023-06-29,Onboarding,closed,5.0
594,73,2023-06-09,Feature request,closed,5.0
595,217,2023-05-03,Onboarding,pending,4.0
596,246,2023-02-09,Feature request,closed,1.0
597,176,2023-04-18,Billing,pending,2.0
598,218,2023-02-13,Billing,closed,3.0
599,189,2023-01-17,Onboarding,closed,3.0
600,283,2023-02-20,Onboarding,closed,2.0
601,9,2023-03-07,Bug,closed,4.0
602,112,2023-04-25,Feature request,closed,4.0
603,11,2023-01-22,Feature request,open,3.0
604,115,2023-04-29,Feature request,closed,4.0
605,52,2023-06-17,Billing,closed,2.0
606,180,2023-01-10,Onboarding,pending,1.0
607,339,2023-06-16,Feature request,closed,2.0
608,221,2023-05-31,Billing,pending,4.0
609,282,2023-01-24,Billing,closed,2.0
610,197,2023-06-22,Billing,pending,4.0
611,169,2023-05-16,Billing,closed,4.0
612,261,2023-02-19,Onboarding,closed,3.0
613,253,2023-04-23,Feature request,closed,1.0
614,333,2023-06-03,Billing,open,3.0
615,259,2023-05-26,Onboarding,closed,4.0
616,38,2023-02-25,Feature request,closed,2.0
617,413,2023-03-07,Billing,open,
618,19,2023-06-24,Feature request,closed,4.0
619,120,2023-01-11,Onboarding,closed,4.0
620,392,2023-05-18,Onboarding,closed,2.0
