usage_id,account_id,event_date,feature_name,events_count,active_users
300,408,2023-03-18,dashboard_export,5,49
301,297,2023-04-09,dashboard_export,7,5
302,381,2023-03-19,chat_completion,4,44
303,177,2023-03-06,data_insights,3,35
304,35,2023-02-06,code_assist,3,15
305,169,2023-05-09,data_insights,2,30
306,141,2023-04-02,dashboard_export,7,45
307,200,2023-06-08,dashboard_export,5,7
308,20,2023-06-21,chat_completion,8,28
309,458,2023-01-21,dashboard_export,2,38
310,183,2023-05-14,dashboard_export,7,40
311,412,2023-02-08,code_assist,9,6
312,206,2023-01-23,data_insights,5,14
313,241,2023-04-20,code_assist,4,31
314,488,2023-02-02,dashboard_export,4,38
315,465,2023-02-20,code_assist,3,17
316,443,2023-04-16,chat_completion,3,13
317,476,2023-04-12,dashboard_export,7,34
318,37,2023-01-20,data_insights,5,37
319,432,2023-02-19,data_insights,3,15
320,321,2023-02-05,code_assist,5,37
321,383,2023-02-22,chat_completion,3,47
322,334,2023-03-18,data_insights,4,27
323,320,2023-03-27,data_insights,2,43
324,158,2023-02-24,code_assist,6,13
325,479,2023-03-27,data_insights,2,30
326,479,2023-04-30,code_assist,5,41
327,90,2023-04-13,dashboard_export,1,36
328,166,2023-03-17,chat_completion,3,17
329,218,2023-02-20,data_insights,4,42
330,116,2023-05-10,dashboard_export,2,2
331,69,2023-04-30,chat_completion,2,20
332,327,2023-02-11,chat_completion,3,39
333,419,2023-05-20,data_insights,3,39
334,264,2023-06-01,code_assist,6,3
335,385,2023-04-13,code_assist,8,29
336,308,2023-01-07,dashboard_export,8,1
337,123,2023-02-20,dashboard_export,4,34
338,59,2023-05-17,data_insights,7,23
339,408,2023-05-14,code_assist,4,26
340,427,2023-03-14,data_insights,1,23
341,238,2023-03-20,code_assist,5,28
342,386,2023-01-22,dashboard_export,4,15
343,157,2023-04-11,code_assist,6,36
344,63,2023-05-27,dashboard_export,9,8
345,177,2023-03-24,code_assist,7,45
346,140,2023-04-22,dashboard_export,7,26
347,137,2023-01-23,dashboard_export,6,33
348,353,2023-05-11,dashboard_export,5,15
349,387,2023-02-19,code_assist,6,30
350,43,2023-01-11,data_insights,3,39
351,56,2023-02-13,chat_completion,5,44
352,449,2023-04-10,chat_completion,6,49
353,299,2023-04-11,data_insights,4,22
354,12,2023-03-03,code_assist,6,46
355,345,2023-03-12,dashboard_export,2,20
356,499,2023-03-29,code_assist,7,45
357,326,2023-05-14,code_assist,2,3
358,272,2023-06-14,dashboard_export,5,23
359,96,2023-02-18,dashboard_export,5,34
360,344,2023-04-07,data_insights,11,27
361,20,2023-02-26,code_assist,1,39
362,42,2023-01-17,code_assist,6,24
363,482,2023-06-08,chat_completion,8,10
364,196,2023-01-01,dashboard_export,8,1
365,95,2023-03-22,chat_completion,5,4
366,405,2023-01-23,code_assist,5,42
367,456,2023-03-22,chat_completion,2,47
368,19,2023-04-13,chat_completion,3,40
369,85,2023-03-06,data_insights,3,34
370,228,2023-06-10,dashboard_export,4,40
371,349,2023-03-07,data_insights,5,28
372,351,2023-03-23,data_insights,9,44
373,416,2023-06-22,data_insights,4,5
374,316,2023-04-01,code_assist,8,21
375,243,2023-02-08,dashboard_export,5,5
376,234,2023-06-02,chat_completion,4,18
377,318,2023-06-22,dashboard_export,4,44
378,216,2023-05-17,chat_completion,1,15
379,432,2023-01-30,data_insights,5,38
380,449,2023-01-16,dashboard_export,5,31
381,437,2023-04-05,dashboard_export,8,3
382,96,2023-04-09,chat_completion,5,25
383,431,2023-02-12,chat_completion,6,12
384,422,2023-04-30,data_insights,2,3
385,198,2023-01-23,dashboard_export,5,36
386,327,2023-05-14,data_insights,5,11
387,439,2023-01-30,dashboard_export,3,20
388,466,2023-04-05,code_assist,4,50
389,144,2023-04-20,chat_completion,5,34
390,126,2023-04-18,code_assist,9,36
391,66,2023-01-21,chat_completion,7,47
392,466,2023-06-15,dashboard_export,4,16
393,226,2023-03-18,code_assist,6,29
394,485,2023-04-30,data_insights,2,41
395,450,2023-02-11,code_assist,5,40
396,16,2023-05-06,chat_completion,6,16
397,296,2023-03-28,chat_completion,1,17
398,174,2023-04-14,dashboard_export,2,2
399,23,2023-01-19,code_assist,4,47
400,227,2023-03-24,code_assist,4,41
401,247,2023-01-27,chat_completion,4,15
402,307,2023-04-20,code_assist,3,44
403,58,2023-01-19,chat_completion,6,20
404,140,2023-05-08,dashboard_export,9,38
405,346,2023-06-23,data_insights,4,8
406,184,2023-04-17,code_assist,7,49
407,298,2023-01-22,dashboard_export,5,28
408,132,2023-04-14,chat_completion,5,46
409,175,2023-03-24,code_assist,4,37
410,243,2023-04-14,data_insights,7,2
411,279,2023-04-15,chat_completion,4,39
412,251,2023-03-03,code_assist,4,41
413,79,2023-02-20,chat_completion,8,18
414,270,2023-01-15,data_insights,6,17
415,489,2023-06-18,chat_completion,3,48
416,12,2023-06-26,code_assist,5,24
417,259,2023-01-03,data_insights,5,3
418,139,2023-03-10,dashboard_export,8,5
419,252,2023-04-17,chat_completion,4,5
420,42,2023-06-24,data_insights,7,8
421,138,2023-06-19,chat_completion,4,45
422,215,2023-05-16,chat_completion,7,31
423,257,2023-06-02,dashboard_export,6,22
424,392,2023-05-02,data_insights,6,27
425,451,2023-04-10,code_assist,6,16
426,40,2023-06-23,data_insights,7,34
427,189,2023-05-01,chat_completion,4,31
428,4,2023-01-30,chat_completion,9,4
429,224,2023-05-27,chat_completion,11,22
430,61,2023-01-21,dashboard_export,2,31
431,162,2023-01-25,chat_completion,4,28
432,48,2023-03-08,code_assist,3,1
433,127,2023-03-25,dashboard_export,2,40
434,300,2023-04-28,dashboard_export,5,47
435,412,2023-03-27,data_insights,3,33
436,466,2023-02-26,dashboard_export,3,23
437,439,2023-03-10,code_assist,10,13
438,196,2023-02-11,dashboard_export,6,22
439,330,2023-01-31,dashboard_export,5,20
440,275,2023-06-15,dashboard_export,8,14
441,400,2023-05-07,data_insights,7,20
442,132,2023-05-28,chat_completion,7,24
443,328,2023-06-05,data_insights,9,20
444,463,2023-02-16,dashboard_export,5,11
445,380,2023-04-21,dashboard_export,6,7
446,465,2023-04-23,code_assist,12,14
447,76,2023-04-30,code_assist,3,28
448,236,2023-05-13,chat_completion,8,46
449,170,2023-04-12,code_assist,5,8
450,385,2023-04-16,dashboard_export,5,10
451,319,2023-02-21,dashboard_export,5,14
452,487,2023-05-08,chat_completion,2,14
453,348,2023-05-03,data_insights,2,35
454,299,2023-03-31,chat_completion,4,3
455,453,2023-04-01,data_insights,4,44
456,144,2023-01-09,data_insights,8,16
457,215,2023-03-23,code_assist,6,38
458,485,2023-02-08,code_assist,4,41
459,424,2023-06-22,dashboard_export,6,43
460,205,2023-04-17,data_insights,3,5
461,157,2023-01-15,chat_completion,6,42
462,155,2023-02-24,data_insights,7,14
463,120,2023-04-14,chat_completion,3,25
464,124,2023-03-13,dashboard_export,3,35
465,429,2023-05-30,dashboard_export,2,47
466,23,2023-06-09,dashboard_export,6,35
467,255,2023-02-01,code_assist,1,26
468,153,2023-04-03,dashboard_export,-1,19
469,135,2023-03-02,code_assist,5,35
470,42,2023-01-09,dashboard_export,5,18
471,74,2023-02-11,code_assist,3,45
472,348,2023-06-04,data_insights,6,31
473,207,2023-06-02,data_insights,5,22
474,373,2023-05-24,data_insights,3,2
475,125,2023-05-06,code_assist,6,11
476,131,2023-01-14,chat_completion,11,16
477,4,2023-03-15,data_insights,8,32
478,236,2023-03-24,code_assist,4,46
479,344,2023-06-09,dashboard_export,6,12
480,306,2023-04-08,data_insights,7,48
481,167,2023-03-13,chat_completion,7,48
482,478,2023-02-07,code_assist,6,13
483,64,2023-05-15,code_assist,8,44
484,341,2023-01-17,data_insights,3,17
485,4,2023-02-01,data_insights,6,22
486,389,2023-04-25,data_insights,4,12
487,220,2023-03-23,code_assist,4,20
488,274,2023-06-27,chat_completion,5,33
489,154,2023-03-18,chat_completion,3,28
490,402,2023-01-16,data_insights,10,29
491,165,2023-04-27,data_insights,7,1
492,8,2023-05-19,code_assist,7,17
493,209,2023-06-29,chat_completion,9,27
494,154,2023-01-17,dashboard_export,6,23
495,281,2023-04-23,chat_completion,5,34
496,402,2023-01-02,code_assist,6,48
497,201,2023-03-16,code_assist,8,37
498,476,2023-05-29,data_insights,9,43
499,210,2023-01-06,data_insights,4,7
500,228,2023-06-26,chat_completion,6,41
501,235,2023-03-28,code_assist,2,35
502,95,2023-04-29,code_assist,7,18
503,360,2023-03-18,chat_completion,9,26
504,67,2023-01-22,data_insights,2,32
505,316,2023-06-21,code_assist,2,10
506,20,2023-03-25,code_assist,3,15
507,217,2023-03-16,data_insights,7,23
508,118,2023-04-02,code_assist,6,23
509,29,2023-03-17,code_assist,5,42
510,81,2023-05-14,data_insights,3,30
511,321,2023-04-22,dashboard_export,5,16
512,336,2023-04-24,code_assist,5,5
513,499,2023-06-15,dashboard_export,5,30
514,374,2023-01-04,data_insights,0,9
515,325,2023-01-25,code_assist,6,44
516,390,2023-02-21,data_insights,7,48
517,263,2023-01-07,dashboard_export,2,45
518,98,2023-05-31,dashboard_export,3,22
519,249,2023-05-05,code_assist,6,36
520,249,2023-05-15,data_insights,4,44
521,155,2023-04-10,data_insights,3,21
522,131,2023-02-24,code_assist,3,33
523,415,2023-04-17,chat_completion,5,45
524,371,2023-03-17,data_insights,5,20
525,251,2023-05-03,dashboard_export,6,1
526,303,2023-01-23,chat_completion,5,13
527,470,2023-06-06,chat_completion,2,23
528,484,2023-01-27,code_assist,5,2
529,291,2023-01-25,dashboard_export,6,31
530,371,2023-05-29,chat_completion,9,15
531,176,2023-04-21,data_insights,3,15
532,443,2023-05-28,dashboard_export,8,29
533,382,2023-05-14,chat_completion,3,6
534,229,2023-02-06,dashboard_export,4,28
535,356,2023-05-20,code_assist,6,31
536,462,2023-01-19,code_assist,9,7
537,185,2023-02-01,code_assist,3,47
538,200,2023-06-15,dashboard_export,9,3
539,129,2023-03-24,data_insights,6,19
540,80,2023-05-07,code_assist,7,27
541,351,2023-02-18,chat_completion,4,14
542,63,2023-06-28,dashboard_export,4,22
543,413,2023-04-18,chat_completion,2,45
544,157,2023-06-13,data_insights,4,6
545,356,2023-05-08,dashboard_export,4,26
546,290,2023-03-04,chat_completion,5,19
547,480,2023-04-21,code_assist,7,35
548,106,2023-03-05,chat_completion,5,8
549,187,2023-04-21,code_assist,9,20
550,412,2023-06-17,dashboard_export,5,16
551,364,2023-06-06,data_insights,6,49
552,213,2023-03-18,data_insights,4,23
553,346,2023-05-11,data_insights,8,48
554,287,2023-01-11,code_assist,7,18
555,12,2023-04-21,data_insights,3,39
556,158,2023-04-13,dashboard_export,4,30
557,377,2023-02-02,code_assist,3,26
558,419,2023-06-16,code_assist,5,45
559,41,2023-01-21,chat_completion,9,37
560,195,2023-06-18,dashboard_export,5,46
561,52,2023-02-15,chat_completion,8,23
562,207,2023-05-26,data_insights,8,48
563,165,2023-02-19,chat_completion,8,18
564,469,2023-02-07,code_assist,4,37
565,352,2023-03-17,chat_completion,4,41
566,148,2023-05-28,data_insights,6,19
567,248,2023-03-19,data_insights,3,18
568,235,2023-05-09,code_assist,5,8
569,275,2023-03-05,code_assist,7,39
570,11,2023-04-05,dashboard_export,2,3
571,288,2023-02-16,dashboard_export,9,6
572,450,2023-01-18,code_assist,3,14
573,232,2023-04-25,code_assist,5,23
574,430,2023-01-20,data_insights,5,38
575,263,2023-01-21,data_insights,4,41
576,215,2023-01-06,data_insights,7,32
577,291,2023-01-09,chat_completion,4,3
578,154,2023-05-26,dashboard_export,5,14
579,216,2023-03-19,chat_completion,5,12
580,230,2023-06-05,code_assist,6,26
581,250,2023-02-26,dashboard_export,3,26
582,75,2023-06-10,data_insights,8,26
583,240,2023-04-28,chat_completion,8,36
584,249,2023-04-13,data_insights,4,18
585,351,2023-02-13,data_insights,1,22
586,79,2023-02-01,data_insights,4,37
587,284,2023-06-01,dashboard_export,3,25
588,369,2023-06-17,data_insights,7,41
589,14,2023-02-24,dashboard_export,4,25
590,431,2023-04-13,data_insights,3,47
591,292,2023-04-17,dashboard_export,4,26
592,225,2023-01-24,code_assist,4,24
593,359,2023-05-17,dashboard_export,3,4
594,498,2023-06-27,code_assist,5,18
595,168,2023-06-27,dashboard_export,7,8
596,397,2023-06-22,data_insights,4,44
597,59,2023-03-13,chat_completion,5,34
598,236,2023-02-12,code_assist,5,18
599,181,2023-03-13,chat_completion,7,39
600,283,2023-04-17,dashboard_export,5,24
601,270,2023-03-12,dashboard_export,4,13
602,286,2023-02-14,code_assist,9,47
603,371,2023-02-17,dashboard_export,4,29
604,24,2023-02-12,code_assist,3,19
605,398,2023-01-06,data_insights,2,44
606,38,2023-03-31,data_insights,8,7
607,33,2023-05-14,data_insights,3,40
608,188,2023-01-22,chat_completion,5,23
609,87,2023-05-09,data_insights,2,23
610,469,2023-05-25,chat_completion,4,37
611,150,2023-01-18,chat_completion,2,22
612,233,2023-06-27,code_assist,2,31
613,73,2023-05-18,chat_completion,5,10
614,477,2023-01-07,chat_completion,8,44
615,155,2023-04-21,dashboard_export,3,14
616,75,2023-06-28,code_assist,2,43
617,239,2023-06-21,dashboard_export,6,47
618,260,2023-05-18,code_assist,5,8
619,404,2023-01-12,chat_completion,5,30
620,475,2023-06-22,chat_completion,3,35
621,55,2023-06-21,data_insights,4,49
622,126,2023-04-09,data_insights,5,49
623,65,2023-04-13,dashboard_export,8,48
624,362,2023-04-24,dashboard_export,3,44
625,410,2023-05-20,code_assist,6,35
626,343,2023-03-05,dashboard_export,7,40
627,6,2023-05-08,dashboard_export,4,8
628,234,2023-03-13,data_insights,2,2
629,206,2023-01-29,chat_completion,6,8
630,250,2023-05-08,code_assist,7,22
631,58,2023-03-18,code_assist,9,48
632,257,2023-04-29,chat_completion,9,47
633,362,2023-04-15,dashboard_export,8,15
634,185,2023-03-20,data_insights,4,45
635,322,2023-05-04,data_insights,2,5
636,481,2023-04-09,chat_completion,4,35
637,167,2023-04-18,code_assist,4,1
638,491,2023-02-27,data_insights,4,11
639,159,2023-04-04,chat_completion,6,43
640,186,2023-01-12,data_insights,7,10
641,302,2023-03-08,chat_completion,5,39
642,198,2023-06-17,data_insights,8,41
643,224,2023-04-25,data_insights,10,41
644,243,2023-03-21,data_insights,6,37
645,284,2023-02-08,dashboard_export,6,3
646,7,2023-04-07,code_assist,10,7
647,421,2023-04-28,data_insights,5,17
648,428,2023-06-15,chat_completion,3,8
649,361,2023-02-19,data_insights,4,7
650,488,2023-06-14,data_insights,4,11
651,37,2023-01-10,code_assist,6,4
652,445,2023-02-07,data_insights,6,29
653,155,2023-02-21,data_insights,5,15
654,27,2023-06-28,data_insights,5,38
655,215,2023-04-23,data_insights,4,42
656,374,2023-03-09,dashboard_export,8,16
657,104,2023-06-06,dashboard_export,7,22
658,37,2023-04-24,data_insights,4,36
659,17,2023-03-16,dashboard_export,5,46
660,396,2023-03-19,data_insights,3,13
661,489,2023-06-16,data_insights,5,44
662,87,2023-05-24,code_assist,2,39
663,443,2023-03-23,chat_completion,8,40
664,118,2023-05-10,dashboard_export,4,45
665,34,2023-05-27,chat_completion,7,35
666,496,2023-01-28,dashboard_export,4,14
667,71,2023-05-21,code_assist,5,32
668,131,2023-04-08,chat_completion,4,50
669,405,2023-06-11,dashboard_export,5,13
670,40,2023-02-16,dashboard_export,5,38
671,276,2023-03-27,data_insights,3,8
672,470,2023-06-11,code_assist,5,9
673,80,2023-03-10,data_insights,2,30
